N,P,K,temperature,humidity,ph,rainfall,label
17.07,31.95,25.6,29.91126047,86.52997234,7.02986908,40.68267932,mungbean
22.29,56.69,13.39,29.69192813,87.24122847,6.74059385,40.91546577,mungbean
19.17,44.33,21.09,27.43581435,87.29326041,6.49266512,43.84124922,mungbean
25.84,46.71,21.59,25.90517919,89.56263209,6.11913087,48.77546787,mungbean
18.88,41.9,19.18,30.9702441,90.21683799,6.60534311,45.14027619,mungbean
10.61,61.72,16.8,26.68016972,85.3144317,6.99362239,60.1860885,mungbean
30.87,54.03,18.56,27.18639482,84.46449878,7.02177901,55.63912732,mungbean
23.08,32.84,18.3,31.4133769,83.40073957,6.66786557,69.81439046,mungbean
19.63,59.39,25.52,30.01635034,83.69527655,5.78798924,41.12850542,mungbean
23.22,52.74,23.52,26.28827569,85.59834221,5.87995636,40.93753141,mungbean
22.65,30.54,22.45,32.16128718,80.6917379,6.59645179,61.7477801,mungbean
22.5,51.18,20.32,25.75639137,84.58949235,7.21466651,48.69580485,mungbean
23.61,45.11,17.39,27.63756443,81.84090131,6.15507664,47.8408077,mungbean
18.86,40.48,22.09,26.63682654,86.27676297,6.89935191,61.32767109,mungbean
21.71,54.32,20.22,25.68562651,87.56716788,7.37175519,47.00575613,mungbean
30.47,55.39,26.0,28.13762049,82.34598752,6.72239097,42.19009762,mungbean
20.99,46.07,20.49,28.31990919,82.07723811,6.48823754,58.15300055,mungbean
19.68,37.27,13.95,27.85514925,85.83639807,6.22791261,33.70140604,mungbean
22.8,73.55,22.62,26.50677927,84.64703205,6.65246116,37.82579434,mungbean
12.98,46.86,22.37,29.00575599,82.95010584,6.90376772,52.17006872,mungbean
15.09,38.26,21.94,30.77243736,86.2162353,7.1716923,59.73596466,mungbean
12.36,51.83,23.95,30.76715326,89.28165999,6.46496832,53.45383795,mungbean
23.88,43.21,20.57,25.8365665,82.45347804,6.83102787,56.41132525,mungbean
40.0,80.27,24.47,27.05150728,64.49311565,6.74827556,75.23252135,blackgram
43.59,61.65,22.77,26.03801017,70.88924429,5.78041391,65.20881708,blackgram
36.46,73.41,20.76,23.42540665,58.27297515,6.70642548,78.83777253,blackgram
48.16,73.46,24.27,27.74067689,67.08302918,7.06349067,56.20190112,blackgram
38.25,65.15,21.37,31.48617837,62.25780926,6.7340616,47.99374162,blackgram
42.53,67.17,19.91,31.63741493,62.52313143,6.51808449,60.97955173,blackgram
38.28,69.74,18.18,28.67771022,58.35204986,6.79620634,49.52942065,blackgram
36.7,72.32,20.51,29.53142092,63.87718851,7.45013994,55.21568439,blackgram
42.21,62.27,20.83,29.54373318,62.283867,7.15615624,60.53781821,blackgram
33.94,64.14,16.24,30.43550118,61.96049421,6.36806191,70.64282571,blackgram
42.01,66.52,19.12,32.73988558,63.64416154,7.1290328,55.65007357,blackgram
42.79,66.86,21.55,29.18063261,61.23513616,6.3989946,64.93694689,blackgram
37.7,57.62,23.75,33.07688416,54.82686886,5.93050953,51.80394999,blackgram
40.78,89.44,16.45,29.04829173,71.66457427,6.7523375,78.1587725,blackgram
44.67,67.77,22.65,32.80774511,57.98557075,6.91270416,60.70876451,blackgram
40.15,58.29,17.01,30.16732613,64.96344735,7.69279146,69.10421672,blackgram
47.16,78.48,23.41,19.39552117,61.13503843,7.2317274,53.76815362,blackgram
37.36,73.35,20.14,28.95337761,73.66233966,6.78894357,78.11329932,blackgram
39.75,68.79,18.92,27.47818738,63.89193671,6.3171606,73.11133648,blackgram
40.57,64.48,22.38,26.87331455,55.16190727,7.21071546,53.22557147,blackgram
33.02,69.3,22.9,27.66429228,60.53898743,7.75313128,52.87508031,blackgram
44.24,71.44,17.82,29.59079025,60.70018685,6.66694372,65.4721016,blackgram
36.47,54.82,22.14,28.18702925,68.98302771,6.92301622,95.1278815,blackgram
42.79,57.23,15.88,27.31086592,62.85711919,6.17370604,55.73987639,blackgram
40.08,55.5,19.7,30.69898666,59.97560631,7.30197905,67.85064197,blackgram
45.47,73.32,19.36,29.52742204,67.30907767,7.18887986,50.0720175,blackgram
44.63,63.51,23.4,30.5374107,61.75205933,6.99988917,81.40477562,blackgram
36.25,54.32,19.23,33.77815403,72.94081525,7.51636795,45.79748185,blackgram
38.81,64.18,19.47,26.71517207,63.62485585,6.40795023,90.20097126,blackgram
40.3,63.86,16.28,32.8736561,67.9174378,7.58098954,70.46628851,blackgram
37.66,62.18,17.71,28.78475988,68.42651433,6.72419393,69.8426501,blackgram
43.76,64.37,22.94,31.26083579,66.91576421,6.98702656,68.73422481,blackgram
35.7,61.29,20.75,32.68314177,63.84760745,7.25107232,64.69119782,blackgram
36.09,68.1,21.15,27.9337216,62.03005305,6.75241616,68.83038899,blackgram
32.62,70.19,20.78,30.61608321,62.1890912,7.1399773,55.96712598,blackgram
36.19,74.39,16.01,28.0664339,62.11120439,7.32479742,52.59907373,blackgram
37.06,59.32,24.97,29.17086059,62.40324323,7.05685431,75.64011375,blackgram
29.64,59.35,20.66,28.11055419,57.78790777,6.64552619,68.56614859,blackgram
41.63,83.68,15.08,25.55677575,58.96095286,7.48646029,58.04062436,blackgram
32.41,74.5,17.78,33.34591204,66.07337266,6.66907487,75.93829194,blackgram
44.08,80.02,18.76,29.04444333,72.3604701,7.55577179,69.57166359,blackgram
35.75,59.62,15.71,27.02769832,63.96613605,6.40409589,74.20673946,blackgram
27.11,61.59,17.96,31.82615296,67.61334152,6.38462362,69.28731188,blackgram
34.78,70.33,16.34,30.38423936,72.34275228,8.02009799,77.8670986,blackgram
34.84,63.85,17.2,28.16947829,56.26090433,6.68482911,78.17783937,blackgram
51.17,71.48,20.61,32.01897191,57.09722937,6.57712375,75.05175056,blackgram
38.83,65.06,22.56,24.2797535,70.83618033,6.59395422,72.63335768,blackgram
40.0,73.83,22.98,26.96416068,69.1867031,7.25322758,81.25438251,blackgram
37.36,77.5,22.19,28.67370416,70.00567572,6.81384046,76.13195236,blackgram
39.5,68.86,20.2,33.04196388,64.56640406,7.2903508,72.99657339,blackgram
35.7,75.39,24.42,31.53237519,67.02882024,6.57409784,79.89310462,blackgram
32.33,69.15,24.65,27.93299202,67.69768397,6.63684399,73.58481101,blackgram
32.92,64.7,18.09,30.30462609,56.49393988,7.75376509,70.1006564,blackgram
37.56,79.91,19.93,30.76948607,66.44143919,7.79541002,68.57517784,blackgram
34.66,68.72,21.26,29.92248814,61.75181886,6.59590025,50.03054709,blackgram
42.41,61.32,18.07,31.52855678,70.39607163,6.48220793,63.48708201,blackgram
38.03,72.05,16.88,27.5932484,67.10019536,6.69837673,56.71417137,blackgram
39.94,60.67,19.18,33.85139297,64.11660355,6.93146055,62.29467727,blackgram
32.39,69.42,23.05,33.7877918,79.26710543,6.85227376,69.01754381,blackgram
34.5,82.82,22.97,32.88226706,67.98319349,6.93365329,41.62126327,blackgram
46.25,73.34,20.77,27.52068132,69.33759829,7.1493448,69.00557923,blackgram
34.47,59.02,19.73,29.68159527,59.79976774,7.86729451,62.61380066,blackgram
39.67,70.08,24.42,27.67458275,64.0714561,6.36274193,77.4887375,blackgram
42.13,69.27,20.85,35.44791797,64.44963652,6.70805976,61.21109446,blackgram
45.15,72.71,21.44,28.0546827,67.73245695,7.30044006,68.06052993,blackgram
39.34,71.79,21.2,28.56028958,63.43951664,6.14240094,72.97458306,blackgram
39.45,80.4,14.65,30.50877274,67.96493448,6.65069841,71.82985531,blackgram
41.42,72.24,19.3,20.46968963,65.40445425,7.04704346,59.68817979,blackgram
33.37,72.18,21.19,34.73779026,60.9674848,7.59275978,67.17106774,blackgram
37.52,71.99,22.63,28.42436314,72.85203768,7.00940571,54.66935884,blackgram
34.31,76.58,18.34,30.26711272,65.52976884,6.94378227,76.79365706,blackgram
37.59,59.12,13.1,29.64456803,63.67969446,7.61912866,59.95896317,blackgram
45.12,65.69,25.16,27.0788685,62.99424048,7.33931399,78.88435925,blackgram
44.22,57.32,23.26,29.9721003,56.85937709,6.72059371,63.51618205,blackgram
36.0,78.45,21.61,33.4181455,60.59897773,6.16496561,71.5216644,blackgram
40.17,74.91,21.98,30.46764135,69.00589827,7.03833653,69.05165631,blackgram
49.89,78.32,16.84,25.25409196,71.78644148,6.78179792,65.68353169,blackgram
37.56,70.62,18.76,26.42895819,56.07505053,5.80404645,56.45802689,blackgram
46.12,60.5,19.93,33.36448142,71.56938296,6.72149179,74.11323201,blackgram
38.12,52.49,22.87,30.33038844,60.61470142,7.10300056,70.33645441,blackgram
40.83,60.25,19.48,30.91666067,68.76910466,6.89205117,56.16777034,blackgram
42.12,77.9,18.21,31.51760795,70.24134877,7.52917337,80.44635611,blackgram
41.42,79.26,24.06,27.51774989,66.5501489,7.11759177,60.15472189,blackgram
38.35,51.94,22.13,32.54668353,70.75444194,7.67434112,60.9505876,blackgram
39.2,80.35,23.24,27.78738411,53.19800393,6.88557213,56.31504756,blackgram
40.31,75.77,15.66,30.82445838,58.92116055,8.24120219,67.5159367,blackgram
42.38,59.65,13.6,27.12345806,60.21635454,7.58631143,55.52437695,blackgram
44.13,71.37,19.67,22.5406436,62.25169455,7.48537131,72.37304152,blackgram
40.75,56.5,20.38,30.76111364,62.5693907,7.21656758,59.89710052,blackgram
29.96,62.85,17.93,33.657016,68.59748414,6.97471927,61.53230714,blackgram
42.79,79.95,17.1,28.08263586,70.75380862,7.24041978,62.61545146,blackgram
45.78,72.41,17.17,30.82399386,64.96404081,7.82633519,73.07396407,blackgram
42.42,69.07,21.56,25.83256641,57.72796173,7.19467234,70.99724287,blackgram
37.98,52.02,16.74,31.61344618,65.63447967,6.67931957,57.7101103,blackgram
41.33,66.79,19.52,28.48694471,65.75127656,7.14135196,60.7366468,blackgram
48.31,63.29,20.5,25.34529829,60.00514854,7.46023102,74.26395544,blackgram
41.07,62.62,21.06,27.02117742,70.3502189,5.68553187,63.14997374,blackgram
36.01,78.36,19.41,33.7121368,72.22821955,7.22738125,50.62022538,blackgram
36.23,64.01,21.2,31.13891571,58.35200877,7.39229153,56.85296217,blackgram
38.23,70.06,19.61,34.70656282,70.69677614,6.34048233,55.74275542,blackgram
23.75,68.91,21.89,24.07524675,71.1527612,7.28582502,52.29170423,lentil
14.62,72.86,15.17,23.2777233,61.82280626,6.51164668,38.50570938,lentil
7.96,77.91,19.36,23.46825955,67.50616207,7.43259061,56.69461812,lentil
15.84,69.5,17.28,26.19838231,65.1052377,7.35455086,52.61840486,lentil
21.91,72.29,20.26,20.27193015,66.64537027,7.74171625,42.52878152,lentil
14.61,72.94,25.02,20.87684561,52.92063646,6.59258564,46.79764658,lentil
17.29,65.92,18.49,22.05937891,60.86409159,7.07999073,50.57987038,lentil
10.07,80.66,21.32,25.66190684,63.58565273,7.02740262,37.0111554,lentil
25.92,79.32,19.28,20.04378945,63.47078279,7.19564667,42.84960133,lentil
14.02,69.29,17.38,28.00575106,69.72759,7.23189575,40.33696915,lentil
19.03,76.88,13.72,24.6171587,72.03112133,7.80575637,38.39553725,lentil
19.38,76.35,23.62,18.48102967,54.95212083,6.97714663,49.98652319,lentil
17.38,65.38,23.83,28.43251972,62.03905633,6.97884874,36.74498273,lentil
26.68,56.77,16.79,21.33056535,59.75761448,7.53878025,64.57315335,lentil
19.3,65.31,22.17,21.27894033,71.68878534,6.88177405,49.36445567,lentil
14.54,66.36,15.14,24.05615406,69.45126166,5.97422974,37.92133159,lentil
15.62,65.52,19.73,23.86478184,66.4186722,6.88224465,32.54462414,lentil
19.57,77.63,20.77,18.6796057,66.16158627,7.13767369,38.08599684,lentil
18.38,78.21,24.85,24.37951103,67.53725166,6.81744317,42.72120071,lentil
24.93,75.7,21.85,22.42036595,72.33629411,7.42023273,35.66657962,lentil
23.44,69.35,20.84,17.94879937,57.68425875,7.39475943,39.86408395,lentil
22.06,57.38,15.57,29.73226467,69.54699226,6.83582011,47.78968183,lentil
14.46,70.85,23.54,22.75358103,67.4281503,6.05389179,60.41223999,lentil
23.02,67.76,19.0,28.23301456,62.47615846,7.08487674,43.48892778,lentil
13.39,76.31,18.76,25.39257715,63.26340245,6.83276535,44.63159577,lentil
14.73,73.87,19.74,26.58822352,68.73411508,7.51114156,42.0678256,lentil
21.32,66.6,19.93,21.85670539,62.62776848,7.21507797,43.26403139,lentil
14.35,74.79,21.07,20.34442554,65.52856917,7.46411012,54.76963212,lentil
15.31,59.11,18.9,28.03223527,68.71867449,5.75315309,52.8699984,lentil
6.91,83.46,22.54,22.81625178,65.53474657,7.23050828,42.05267486,lentil
20.32,66.96,19.25,28.57505644,54.80617731,6.92351851,34.85535716,lentil
17.09,62.34,27.64,22.4573299,64.31508172,6.59078815,53.11515682,lentil
15.45,62.76,25.61,26.34281363,66.34483834,8.10619109,40.93598103,lentil
13.94,61.65,23.61,22.14353342,70.95125954,6.58529244,31.48271931,lentil
13.99,70.3,23.58,27.9040244,66.83206563,7.24204231,24.84459887,lentil
19.31,68.31,19.07,22.0022999,69.39863372,7.46962866,61.71669966,lentil
17.03,61.63,25.66,23.03875082,62.39697594,6.20639855,49.36093655,lentil
21.03,74.75,20.67,25.6323699,67.77146557,7.15719272,55.42747117,lentil
22.26,69.51,18.39,26.40886247,62.1142818,6.82616512,40.27028472,lentil
28.66,60.23,21.99,26.02886394,69.38110559,6.88019182,46.67112559,lentil
17.02,46.26,17.71,28.09207645,60.91874737,6.96750731,67.10071707,lentil
13.16,63.96,19.24,18.0046049,60.65866661,6.18567337,50.35114714,lentil
16.76,50.94,22.43,26.91627995,63.19151735,7.37335698,50.69896607,lentil
13.43,70.25,20.55,21.49460041,59.86686988,7.10395333,64.45369121,lentil
17.81,69.68,16.84,23.22134458,63.98833416,6.71163469,40.75348652,lentil
17.76,63.5,23.72,30.14966255,61.19331323,6.71819537,49.46870732,lentil
20.92,61.89,18.29,25.75983325,56.80837158,8.00752768,48.41158378,lentil
16.48,66.8,16.78,29.40752414,64.58049372,6.68245643,60.05616828,lentil
23.16,66.44,21.31,23.00352519,63.18895183,6.78951898,48.37943722,lentil
23.47,83.82,13.48,30.96699579,70.12175912,6.90826436,42.55962152,lentil
8.66,77.56,16.72,25.95556072,62.92636394,6.08713681,49.34733338,lentil
20.43,60.51,22.58,29.4162409,67.45325137,7.11569608,40.12958045,lentil
12.8,64.75,20.21,24.03524459,64.00553342,8.14587138,50.56908698,lentil
13.12,58.4,14.78,20.97136604,67.89361567,6.75737903,40.457145,lentil
20.95,72.39,21.11,23.96031017,64.81625477,6.24069503,31.23823028,lentil
13.97,61.69,17.54,23.48036695,62.6297746,6.24769877,45.17689752,lentil
19.68,64.06,22.46,24.94637125,66.94723342,6.71322929,49.30778654,lentil
21.41,52.57,23.2,22.46655812,68.25309094,5.74683046,42.52689453,lentil
9.5,66.81,20.54,25.22092109,65.10343967,6.27373415,56.42184229,lentil
11.27,65.31,17.67,22.19239444,57.98451921,7.44280177,51.96892328,lentil
18.36,66.85,17.12,23.66976355,60.45986699,6.94320753,49.14982856,lentil
16.76,71.19,21.75,26.41402365,74.87377,6.18615587,36.12931395,lentil
11.92,66.42,15.22,22.40871373,69.19041126,7.2646269,59.11633652,lentil
22.27,76.1,18.41,22.92582146,69.3943444,7.32929418,30.66917931,lentil
11.06,60.18,17.42,27.95211837,74.02959759,7.06496565,48.72569142,lentil
27.71,71.59,21.68,25.11811717,66.87160606,7.5745498,51.81078448,lentil
18.43,64.85,20.78,19.01195227,67.30363487,6.96304667,48.56631387,lentil
12.22,71.75,20.55,23.97897689,66.85093439,6.48517511,34.34905676,lentil
20.27,50.39,21.79,30.20263755,66.85407456,7.32684502,59.02173669,lentil
23.22,86.22,17.39,22.9763487,67.41663555,6.0925436,45.94850146,lentil
18.33,78.38,23.2,26.2987848,68.48379395,6.93068973,48.33749537,lentil
21.8,76.09,17.84,25.34876134,64.62337146,7.03277357,55.23517088,lentil
16.75,60.62,17.27,22.280476,68.04757197,6.81713753,41.21566043,lentil
21.86,69.28,22.1,30.57903648,74.4062875,7.07242593,48.71122612,lentil
23.57,78.22,18.93,20.3249136,69.31472236,7.01254357,50.88150036,lentil
20.71,62.41,18.47,27.21394485,64.19223286,6.50922816,43.7970078,lentil
19.99,63.92,25.21,26.43704554,57.54889516,7.01476805,58.55140633,lentil
34.48,64.23,20.07,19.93095338,67.78125695,7.13941903,48.26566436,lentil
12.58,74.25,25.48,28.07612341,66.81124319,6.87463231,53.1865877,lentil
17.29,47.77,14.85,28.10466496,71.65138171,6.83730165,39.61415423,lentil
16.5,57.71,19.24,29.24098297,61.87202266,6.50280143,35.24854059,lentil
19.03,60.4,21.95,23.07420903,73.40654489,7.19565947,49.81614704,lentil
10.97,68.19,20.91,25.02859964,66.77703436,6.96128144,36.65828363,lentil
5.97,59.07,23.04,26.4010078,70.71184887,7.06405991,47.81625939,lentil
18.09,54.33,20.53,22.05722164,61.95453796,6.405865,45.46242825,lentil
22.58,74.4,17.09,24.72673792,64.62804751,5.89439996,53.52106885,lentil
14.77,72.64,17.63,26.33386044,71.24198847,7.03073768,50.34504589,lentil
14.73,65.46,16.64,27.1581183,70.93174411,6.66008185,46.30320538,lentil
14.67,57.53,18.46,20.40839435,55.29752496,7.04798386,38.03452631,lentil
17.79,46.74,20.27,21.92363197,61.87328418,7.33525421,45.0214947,lentil
19.5,68.43,21.44,21.6253388,64.94175072,6.78338009,51.67123746,lentil
15.12,74.03,21.59,22.25682653,68.63265356,6.70039252,40.87975745,lentil
14.0,59.4,20.93,23.41058858,63.46514098,7.3270604,53.0533947,lentil
18.55,52.52,21.46,18.12362408,60.53709244,6.81958102,58.2776236,lentil
5.59,55.75,17.85,26.07363017,56.83938187,6.49996971,55.70255299,lentil
22.41,63.14,23.04,24.25551115,60.46573683,6.54325477,40.97874911,lentil
12.61,71.67,23.03,19.67928839,68.3318393,6.37775005,45.41936766,lentil
19.52,76.11,19.93,24.74629706,73.14647595,7.70762645,54.42531032,lentil
21.75,72.07,24.92,26.21189789,61.61065073,6.95309633,49.28652305,lentil
11.04,63.38,25.13,20.58887399,67.54933892,7.05652505,53.72045795,lentil
16.11,7.67,40.27,19.48434372,96.19319273,6.49090321,119.79595009,pomegranate
15.02,11.77,52.45,21.7803016,85.51614555,6.96932553,99.8829124,pomegranate
13.56,6.62,34.09,24.09084004,86.60026747,5.96553738,101.4199521,pomegranate
22.13,12.67,46.16,20.67132536,94.06526708,6.00631053,132.66040049,pomegranate
23.1,10.8,32.06,25.8963934,88.1286572,6.09432074,94.68671437,pomegranate
16.97,11.48,42.14,22.20782963,97.49279645,5.77563275,111.29083854,pomegranate
13.36,11.69,42.87,22.54305385,92.02444337,6.69229003,114.25961388,pomegranate
13.08,12.63,48.74,26.49488641,88.95923906,7.38300235,110.70828424,pomegranate
25.86,12.05,47.21,15.63124847,86.82894558,6.66213593,103.41458888,pomegranate
18.18,14.51,37.19,23.23705196,91.50610038,6.28683623,72.2952538,pomegranate
10.69,9.22,51.01,19.11935761,89.90557457,7.43893403,107.57338912,pomegranate
22.55,10.93,35.81,18.56846648,87.99015617,6.39625304,95.99612502,pomegranate
17.53,10.78,46.0,31.43958232,87.15459822,6.54217967,92.26471931,pomegranate
16.91,4.84,48.63,20.29593963,93.83884817,5.8727242,71.82599428,pomegranate
28.54,5.15,34.83,26.81095822,90.35791026,6.3070045,127.02397587,pomegranate
18.59,12.4,33.82,27.70930842,87.77465117,6.489351,96.22412711,pomegranate
15.93,9.16,44.59,21.0204881,90.77807479,6.16414924,126.85815025,pomegranate
12.67,4.97,47.07,13.35486223,96.88374981,6.39244029,113.52013627,pomegranate
21.62,8.03,42.59,30.14948817,94.88003742,6.04383746,125.59804002,pomegranate
14.14,9.34,40.73,26.97481063,84.45938509,6.92534601,100.81670396,pomegranate
11.81,12.99,37.92,13.98613334,93.1869464,5.55674532,101.3310396,pomegranate
14.37,7.57,45.44,24.5398185,83.96806154,6.28728736,108.02255824,pomegranate
26.78,11.38,33.95,16.83568819,92.65571942,6.78179045,97.98897733,pomegranate
16.87,11.53,41.45,11.47975843,88.91437517,6.8117361,84.73797193,pomegranate
24.35,6.26,41.16,18.61621719,83.53959813,6.51045445,105.46600224,pomegranate
27.61,12.49,32.06,23.31193971,93.92528596,6.82430704,134.90605591,pomegranate
29.77,7.88,41.94,31.60539234,95.11259052,6.06476961,84.12830145,pomegranate
12.22,11.97,39.46,21.26682249,87.68114899,5.96981946,116.24871961,pomegranate
19.86,11.29,31.81,29.15929956,94.71527203,6.93530986,76.04708183,pomegranate
24.45,5.7,42.15,26.65111351,94.28658324,6.76311807,134.79118869,pomegranate
20.83,7.58,37.36,22.07739927,93.3550634,5.86861801,119.2290434,pomegranate
19.88,8.62,35.33,20.1141873,91.22144991,6.30265884,118.31658611,pomegranate
11.94,5.59,34.82,26.4370878,89.44362824,6.4187142,115.87742944,pomegranate
23.28,8.4,32.86,20.56599616,83.88564141,6.36645265,95.5023917,pomegranate
21.44,10.59,38.18,24.53890489,101.3474215,5.47750851,143.40072298,pomegranate
15.14,5.94,35.19,24.93552379,90.86309619,6.08998789,98.30392415,pomegranate
16.2,11.77,46.27,20.97882025,87.28267755,6.21191192,72.38628201,pomegranate
19.73,11.15,38.15,19.98119704,94.4848662,6.55670103,112.81492544,pomegranate
22.52,10.43,46.57,16.52170296,89.87509252,5.25841973,100.69312903,pomegranate
30.02,6.15,34.48,21.70074926,93.45317261,6.74008546,98.84427237,pomegranate
28.49,9.83,45.69,28.37371637,86.06777693,5.65254469,115.03769895,pomegranate
20.93,10.1,41.34,21.59823246,96.24565107,4.89467709,126.06249822,pomegranate
21.29,9.62,35.13,26.92934337,85.358053,6.45411535,124.06291453,pomegranate
11.72,10.95,41.55,23.70729002,88.13958052,6.69277479,122.57897214,pomegranate
18.5,16.25,34.32,19.28552204,94.81033593,6.29165716,92.94678727,pomegranate
17.77,14.54,43.97,18.29459218,82.50693599,7.14611771,110.68405155,pomegranate
17.89,7.28,29.64,16.7145009,91.20127785,6.15314512,131.68230914,pomegranate
24.59,8.22,35.36,27.16082265,88.50772633,7.72179502,108.44706193,pomegranate
13.18,3.88,36.32,27.7816024,89.01150048,5.14991382,97.62362818,pomegranate
18.55,14.11,42.16,21.40001285,91.21177102,7.51213431,122.88572355,pomegranate
16.29,12.05,45.66,31.31782213,91.1475974,6.23834684,112.36463614,pomegranate
17.61,10.45,35.98,22.09369001,84.17253935,6.82198621,118.97857319,pomegranate
11.75,12.24,37.2,27.6512772,94.01746036,6.94350918,115.86676959,pomegranate
14.78,3.77,40.68,16.90901633,90.7591915,5.65586368,118.71772084,pomegranate
22.58,6.16,35.18,23.69562346,93.54059159,6.51493314,96.59048329,pomegranate
20.81,9.32,37.33,16.3652363,90.16565987,5.9905559,105.07999657,pomegranate
9.93,12.51,37.19,22.31812766,96.00041755,7.1768187,116.92924519,pomegranate
14.89,9.74,41.5,23.0773432,90.56206568,6.81018971,116.87550744,pomegranate
26.09,12.47,36.53,20.72454998,89.94955316,6.60643082,99.62375496,pomegranate
19.95,9.0,37.33,23.65134499,93.63951347,7.28619271,122.3397839,pomegranate
18.04,13.81,32.85,23.66240441,87.76361036,6.12459935,136.71555739,pomegranate
17.9,10.74,42.95,21.89837457,84.55602541,6.56404267,101.86485178,pomegranate
19.47,9.93,42.28,23.64318877,83.9261396,6.50990551,133.46164089,pomegranate
10.46,7.22,36.55,14.05597501,82.67978428,5.92030585,124.23422667,pomegranate
18.16,7.2,39.16,23.95576499,91.94142332,6.42121164,146.6242269,pomegranate
21.32,11.3,37.35,18.55394639,85.34218463,5.75500208,115.2598948,pomegranate
20.81,8.11,38.25,26.23688446,89.17103656,6.41708723,111.33959999,pomegranate
22.49,7.73,27.68,14.19787874,91.41280652,6.11165808,101.86763866,pomegranate
11.41,7.6,40.6,22.15819393,85.68485627,5.82263228,135.90565229,pomegranate
18.75,9.67,33.29,18.87533677,88.89045183,5.82483565,108.35837286,pomegranate
14.22,7.77,36.01,15.35954756,83.68670296,6.46010567,91.54158424,pomegranate
19.07,9.56,41.66,25.24974874,87.40908166,5.82389413,109.92271234,pomegranate
24.28,8.96,39.67,21.22392863,89.38174808,6.71740946,100.93784915,pomegranate
23.02,11.24,50.75,19.11466315,94.60049866,6.80143108,88.65813448,pomegranate
22.83,11.83,36.95,12.15567504,92.98259189,5.75187662,104.41362676,pomegranate
11.13,11.78,30.82,19.65022593,87.74166249,6.3965256,84.75385013,pomegranate
22.3,11.45,38.18,20.86239504,78.98793066,7.20261543,103.59863966,pomegranate
23.23,10.55,40.28,24.75515333,87.44210019,6.90956532,130.62820361,pomegranate
21.0,9.53,44.89,23.65329027,88.50003693,6.22925678,108.87702098,pomegranate
23.81,8.49,43.95,29.85013673,92.37061763,6.36860153,115.53642306,pomegranate
17.79,6.64,36.21,16.52198652,93.84491711,6.1612907,79.24264034,pomegranate
22.55,11.09,41.52,16.63527921,85.52931293,7.2809748,97.92962699,pomegranate
22.28,10.37,33.07,16.10279704,91.98179959,6.24493287,102.76470861,pomegranate
25.21,5.13,39.7,26.68560341,93.37264598,6.26199365,114.04024567,pomegranate
23.12,7.37,32.61,25.45811727,90.21422246,7.30961759,97.3437608,pomegranate
24.98,12.49,42.46,22.11515866,86.21845108,6.25404048,99.59638188,pomegranate
20.12,6.86,41.23,29.12875426,86.48815292,6.66556953,78.63820075,pomegranate
22.51,10.79,35.45,24.20471494,90.41716924,7.30409236,108.69764556,pomegranate
21.97,9.56,34.39,32.40730788,90.73047627,6.55291144,108.27218291,pomegranate
12.67,5.92,31.62,27.28408242,92.00845241,6.23236951,85.53716583,pomegranate
15.85,9.69,33.83,25.4916767,86.7838856,6.25921853,105.49283865,pomegranate
9.06,12.43,40.2,13.13664504,88.43634989,6.23298702,91.48177354,pomegranate
21.74,13.61,41.73,16.35569269,87.28917641,5.41088038,110.00907054,pomegranate
15.01,10.83,44.01,25.51283822,90.83099938,6.27210843,82.6781393,pomegranate
30.91,16.63,39.53,23.72560695,85.39924079,6.20597962,107.39206908,pomegranate
17.05,15.27,41.56,19.51522219,88.36772556,6.52174111,83.1236403,pomegranate
22.41,9.88,44.49,23.42150839,87.38696446,6.06510062,127.79221586,pomegranate
22.14,11.79,42.97,21.63753544,85.62015561,7.29945375,104.09827829,pomegranate
26.44,9.73,45.54,18.53500861,84.73518127,6.2603091,99.76403978,pomegranate
23.31,11.03,32.27,19.03468558,84.40512414,6.02569468,105.60531598,pomegranate
93.79,93.67,52.09,25.30118964,83.86243808,6.27322919,106.93473566,banana
96.36,101.37,53.99,24.84996835,80.48480055,5.75015811,117.42150822,banana
89.71,75.63,46.91,27.96081965,76.85181454,6.00231971,71.73993548,banana
108.5,55.14,50.88,27.49954836,78.50182612,6.32982375,120.937329,banana
110.73,93.34,51.64,26.24084845,80.79014172,6.33042109,103.20704558,banana
75.99,65.22,59.01,25.35373944,78.16766776,6.28335561,117.45032196,banana
105.59,83.44,39.39,31.43707544,78.86337061,6.32687983,106.12643048,banana
94.65,79.33,49.16,30.3018347,76.12087927,6.11904463,131.09332397,banana
94.9,82.36,44.13,30.29113324,76.59919676,6.19376561,74.50124047,banana
91.38,84.22,44.43,26.48927253,75.97941225,6.0266816,86.26741721,banana
89.39,84.66,40.48,28.26208804,77.5506579,6.47909978,96.11949385,banana
91.18,83.08,54.99,22.12873952,78.07516491,6.37729446,88.4023598,banana
87.8,66.09,48.27,24.48804766,81.34502735,5.54931265,96.84906739,banana
98.08,75.91,48.81,25.07332944,77.33005286,6.36857443,110.35803291,banana
104.22,92.55,52.02,26.38881976,81.73871392,5.92628711,130.18318368,banana
102.09,82.46,57.82,28.64975788,77.89064732,6.14350449,84.80037766,banana
97.53,83.76,50.7,26.66909959,77.13384099,6.11973964,112.33301108,banana
93.25,81.78,52.46,27.98482041,81.06384959,6.142365,113.06270213,banana
107.24,86.57,47.46,27.66998538,77.99793916,5.82466396,109.13266736,banana
